"","time","lat","long","site.name","Alnus","Fagus","Picea","Pinus","Quercus","Tsuga","Ulmus","Ambrosia","Cyperaceae","Poaceae","legendvalues"
"19",-20500,27.58613,-81.503395,"Lake Tulane",0.0534508699046434,0,0.010366991499067,2.54012324478371,6.75521292328221,0,0.174241155345734,5.06499900242831,1.16040112579185,4.09738616960503,10
"20",-20500,33.660655,-117.3534,"Lake Elsinore",0,0,0.197075982775385,28.4214821502987,3.39066189748576,0,0,0,1.44280745010881,3.72140806593508,50
"21",-20500,34.16759,-80.77616,"White Pond",0,0,3.94736842105263,86.6959064327485,0.584795321637427,0,0,0.292397660818713,0.292397660818713,0.292397660818713,100
"22",-20500,36.03015,-85.50132,"Anderson Pond",0.272479564032698,0,5.44959128065395,88.1017257039055,0.0908265213442325,0.0908265213442325,0,0,2.08900999091735,1.08991825613079,10
"23",-20500,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0.549005935987801,0,0.397936796900527,25.5226226874543,47.8884940640122,4.61549308375733,0.322861721825452,1.14307636652196,1.64609881902628,3.35599200236506,50
"24",-20500,40.00076,-105.56156,"Devlins Park",0,0,1.79874889664965,12.7965613846567,0,0,0,0.549564416471581,0.690409486894117,8.46720650880762,100
"25",-20500,41.6496,-122.16715,"Grass Lake",0.150546924875039,0,0.164745687155196,42.3906428612759,0.255604877966793,0.669501229632747,0,0.0535672373441702,1.14256248636766,5.35792294123714,10
"26",-20500,41.78575,-73.90115,"Hyde Park",4.47319448843839,0,14.0092948210326,32.412842492873,2.22323408299018,0,0,0.316261482420019,17.6059649192271,2.92405764966741,50
"27",-20500,43.06619,-111.43795,"Grays Lake",0,0,1.63934426229508,63.9344262295082,0,0,0,0,3.27868852459016,0,100
"28",-20500,43.3666666666667,-112.616666666667,"Middle Butte Cave",0,0,0,1.29734232420134,0,0,0,0,0,4.54379606012729,10
"29",-20500,43.4677777777778,-79.9868055555556,"Rife Swamp",0.529100529100529,0,50.7936507936508,4.23280423280423,5.29100529100529,0,1.58730158730159,0,19.047619047619,3.17460317460317,50
"30",-20500,45.886765,-122.51919,"Fargher Pond",0.75187969924812,0,6.01503759398496,4.01002506265664,0,2.5062656641604,0,0,10.2756892230576,34.8370927318296,100
"31",-20000,27.58613,-81.503395,"Lake Tulane",0.0398009950248756,0,0,5.28260613884174,4.97266672697901,0,0.159420241745504,4.906529237433,0.589388788982265,2.22803790500788,10
"32",-20000,33.660655,-117.3534,"Lake Elsinore",0,0,0.420875420875421,24.0069988766582,5.71128884949615,0,0,0,1.46256305826281,3.09541059082392,50
"33",-20000,34.16759,-80.77616,"White Pond",0.164338537387017,0,1.15036976170912,45.7682826622843,1.80772391125719,0,0,0.657354149548069,0.164338537387017,0.164338537387017,100
"34",-20000,34.66359,-85.40132,"Pigeon Marsh",0.729040097205346,0.607533414337789,0.729040097205346,25.6379100850547,21.3851761846902,0,0.243013365735115,0.607533414337789,22.1142162818955,3.40218712029162,10
"35",-20000,36.03015,-85.50132,"Anderson Pond",0.259791117132318,0,5.00111597300074,89.4050817861995,0.467642966775213,0,0.08859357696567,0.298098291850461,1.19600635393763,0.681484430182799,50
"36",-20000,36.052,-119.78,"Tulare Lake",0,0,0,10.0217864923747,0.217864923747277,0,0,0,14.161220043573,2.39651416122004,100
"37",-20000,36.79913,-91.08998,"Cupola Pond",0.382769101771303,0,24.5194656977489,9.19195518755313,3.01373021695839,0,0,0.252174824441882,2.55444921915942,1.41180169793523,10
"38",-20000,37.4235,-119.5785,"Nichols Meadow",0,0,0,30.0865800865801,0,0,0,0,4.97835497835498,1.2987012987013,50
"39",-20000,37.43255,-85.72462,"Jackson Pond",0,0,36.4625850340136,43.6734693877551,3.80952380952381,0,1.36054421768707,1.08843537414966,4.62585034013605,1.36054421768707,100
"40",-20000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",2.19514338205927,0.826903107276939,0.205128205128205,21.6744148893682,50.3785446121895,3.02971483345315,0.259605399792316,1.44739995207285,1.60444124930106,5.50403386851985,10
"41",-20000,38.73,-109.5,"Bison Alcove [42GR538]",0,0,0,7.66288410047176,0,0,0,0,0,1.59590292830125,50
"42",-20000,40.00076,-105.56156,"Devlins Park",0,0,0.826753720012147,10.2125721226845,0,0,0,0.691618584877012,0.691618584877012,8.41861524445794,100
"43",-20000,41.33395,-74.43065,"Pawelski Farm",5.3475935828877,0,17.825311942959,38.8591800356506,2.85204991087344,0,0.71301247771836,0.53475935828877,15.8645276292335,0.71301247771836,10
"44",-20000,41.623285,-85.212085,"Appleman Lake",2.0460358056266,0,50.6393861892583,0,0,0,0,1.53452685421995,0,8.69565217391304,50
"45",-20000,41.6496,-122.16715,"Grass Lake",0.114754463427899,0,0.266117771481348,51.1696087967788,0.144569609522115,0.848677539841968,0,0,1.03638147709553,4.36140455424766,100
"46",-20000,41.78575,-73.90115,"Hyde Park",5.50531151306345,0,11.6645931030083,24.517497687179,1.00488084984209,0,0.129198966408269,0.0685871056241426,23.1553258685042,3.32567709828692,10
"47",-20000,43.06619,-111.43795,"Grays Lake",0,0,1.54082597730139,25.2758511979823,0,0.204918032786885,0,0,11.3374842370744,5.30816519546028,50
"48",-20000,43.09791,-78.014515,"Byron-Bergen Swamp (Site 1)",0.307692307692308,0,24,14.1538461538462,1.84615384615385,0,0.615384615384615,0,7.69230769230769,0.923076923076923,100
"49",-20000,43.4677777777778,-79.9868055555556,"Rife Swamp",0,0,71.5481171548117,2.51046025104602,4.60251046025105,0,0,2.09205020920502,2.92887029288703,3.34728033472803,10
"50",-20000,44.93616,-109.50024,"Rainbow Lake",0,0,12.6050420168067,1.68067226890756,0,0,0,0,0,7.56302521008403,50
"51",-20000,47.883685,-123.35093,"Moose Lake",2.25563909774436,0,5.51378446115288,53.8847117794486,0,12.531328320802,0,0,0.25062656641604,1.2531328320802,100
"52",-20000,49.76341,-95.191725,"West Hawk Lake",0.622406625249843,0,18.8796684880077,18.0497924886742,1.86721994703529,0,4.97925321585602,5.80912857361763,0.622406625249843,2.28215776848761,10
"53",-20000,55.047975,-105.385195,"Marl Pond",1.14942528735632,0,48.2758620689655,4.59770114942529,0,0,0,0,1.14942528735632,0.574712643678161,50
"54",-19500,27.58613,-81.503395,"Lake Tulane",0,0,0,7.57569600211982,3.33447980443251,0,0.0410846343467543,4.07193825311505,0.459497026278637,2.11770062170452,100
"55",-19500,29.7833333333333,-104.366666666667,"Shafter",0,0,0,12.5,10.7142857142857,0,0,0,0,0,10
"56",-19500,32.572,-83.0795,"Sandy Run Creek",12.3569794050343,0.22883295194508,2.05949656750572,37.9862700228833,11.2128146453089,0,0,0,0.45766590389016,14.6453089244851,50
"57",-19500,32.8833333333333,-105.916666666667,"Big Boy Canyon",0,0,0,5.34351145038168,3.81679389312977,0,0,0,0,0,100
"58",-19500,33.660655,-117.3534,"Lake Elsinore",0,0,0.305821837736731,20.6570025718962,5.64367547346271,0,0,0,1.06944119710077,3.21019406125789,10
"59",-19500,34.276446,-116.806408,"Baldwin Lake",0,0,0,65.0986342943854,1.82094081942337,0,0,1.21396054628225,0,0,50
"60",-19500,36.03015,-85.50132,"Anderson Pond",0.187388944916679,0.126782884310618,2.81328338856073,91.4138692791625,0.556596071651539,0,0.0606060606060606,0.063391442155309,0.548239927003794,0.49320462949623,100
"61",-19500,36.052,-119.78,"Tulare Lake",0,0,0,12.8256513026052,0.601202404809619,0.601202404809619,0,0.200400801603206,13.2264529058116,1.20240480961924,10
"62",-19500,36.6045,-117.98609,"Haystack Mountain",0,0,0,10.5398457583548,0,0,0,1.02827763496144,0,0.51413881748072,50
"63",-19500,36.79913,-91.08998,"Cupola Pond",0.379942331132449,0.0231160425335183,42.7582549393543,18.8394720278536,2.72504465498453,0,0.0558035714285714,0.282520062675944,3.36981087953795,2.95297463910478,100
"64",-19500,37.021745,-106.45052,"Cumbres Bog",0,0,4.90196078431373,13.3986928104575,0,0,0,0.326797385620915,0.980392156862745,12.0915032679739,10
"65",-19500,37.4235,-119.5785,"Nichols Meadow",0,0,0,20.873786407767,0,0,0,0,0.485436893203883,2.9126213592233,50
"66",-19500,37.43255,-85.72462,"Jackson Pond",0.939493014174823,0,20.9660747049771,26.8322252430714,2.48582918746285,0,0.285510349750178,1.58162396932457,37.8998949386073,4.65032556556268,100
"67",-19500,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",1.16634615384615,0,0.426923076923077,24.3547008547009,45.8047008547009,4.43301282051282,0.353311965811966,1.0366452991453,2.60363247863248,3.97959401709402,10
"68",-19500,40.00076,-105.56156,"Devlins Park",0,0,1.35817484888692,9.71104231166151,0,0,0,0.543269939554769,0.263157894736842,6.79935131947516,50
"69",-19500,41.13395,-115.5049,"Ruby Marsh",0,0,0,1.91275950548169,0,0,0,0.046652670865407,0.163284348028925,0.303242360625146,100
"70",-19500,41.78575,-73.90115,"Hyde Park",7.19041278295606,0,9.32090545938748,23.4354194407457,0.932090545938748,0,0,0.532623169107856,25.2996005326232,2.13049267643142,10
"71",-19500,43.06619,-111.43795,"Grays Lake",0,0,0.675675675675676,29.0540540540541,0,0,0,0,6.75675675675676,4.05405405405405,50
"72",-19500,43.1,-89.416667,"Lake Mendota",0,0,26.6666666666667,3.33333333333333,6.66666666666667,0,0,0,13.3333333333333,10,100
"73",-19500,43.3666666666667,-112.616666666667,"Middle Butte Cave",0,0,0,0.591715976331361,0,0,0,0,0,6.90335305719921,10
"74",-19500,43.4677777777778,-79.9868055555556,"Rife Swamp",0.452488687782805,0,75.5656108597285,6.78733031674208,2.26244343891403,0.452488687782805,0,0.904977375565611,1.80995475113122,1.35746606334842,50
"75",-19500,44.9253,-116.0483,"McCall Fen",0,0,1.56862745098039,4.31372549019608,0,0,0,0,0,4.31372549019608,100
"76",-19500,44.93616,-109.50024,"Rainbow Lake",0,0,9.53947368421053,0.986842105263158,0,0,0,0,0,7.89473684210526,10
"77",-19500,45.886765,-122.51919,"Fargher Pond",0.540540540540541,0,11.6216216216216,7.02702702702703,0,2.43243243243243,0,0,10.2702702702703,31.6216216216216,50
"78",-19500,47.883685,-123.35093,"Moose Lake",5.43046357615894,0,3.97350993377483,58.1456953642384,0,9.27152317880795,0,0,1.05960264900662,0.264900662251656,100
"79",-19500,50.78748,-116.388495,"Dunbar Lake [Big Fish Lake]",0.234741784037559,0,1.40845070422535,80.7511737089202,0,0,0,0,1.40845070422535,1.17370892018779,10
"80",-19500,55.047975,-105.385195,"Marl Pond",0.928792569659443,0,52.6315789473684,2.78637770897833,0,0,0,0,3.40557275541796,1.54798761609907,50
"81",-19000,27.58613,-81.503395,"Lake Tulane",0.0649772579597141,0,0,1.39701104613385,7.01754385964912,0,0.129954515919428,4.74333983105913,0.583661997370688,4.10304348087304,100
"82",-19000,29.7833333333333,-104.366666666667,"Shafter",0,0,0,9.09090909090909,6.49350649350649,0,0,0,0,0,10
"83",-19000,33.660655,-117.3534,"Lake Elsinore",0,0,0.297584882334761,28.9067950019868,4.88630844628902,0,0,0,1.94224910592079,2.38067905867809,50
"84",-19000,34.16759,-80.77616,"White Pond",0.555555555555556,0,2.77777777777778,71.6666666666667,8.61111111111111,0,0,2.22222222222222,0.555555555555556,1.11111111111111,100
"85",-19000,36.03015,-85.50132,"Anderson Pond",0.20762698182053,0,24.7098055327103,71.8719730599623,0.465226157503168,0.05005005005005,0.0515198351365276,0,0.728008509082448,0.208322946269798,10
"86",-19000,36.052,-119.78,"Tulare Lake",0,0,0,8.65533230293663,0.309119010819165,0,0,0.154559505409583,31.6846986089644,1.08191653786708,50
"87",-19000,36.79913,-91.08998,"Cupola Pond",0.275701178866739,0,19.7473200096771,24.3692394999396,2.34091400927704,0.0172935581495893,0.080478943372617,0.224702975435905,2.76975541955646,1.93057661364937,100
"88",-19000,37.021745,-106.45052,"Cumbres Bog",0,0,5.02450980392157,18.8725490196078,0,0,0,0,1.34803921568627,9.43627450980392,10
"89",-19000,37.43255,-85.72462,"Jackson Pond",0,0.293255131964809,30.2052785923754,47.5073313782991,6.45161290322581,0,0,1.75953079178886,5.27859237536657,1.46627565982405,50
"90",-19000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",1.13497962554566,0.209643605870021,0.842567635020465,22.180021236625,47.7222358354434,1.86147186147186,0.202020202020202,1.45044333723579,2.38458257326182,5.15759572363346,100
"91",-19000,39.65822,-105.603265,"Echo Lake",0,0,4.20711974110032,12.621359223301,0,0,0,0.647249190938511,1.94174757281553,1.61812297734628,10
"92",-19000,40.00076,-105.56156,"Devlins Park",0,0,2.23463687150838,13.9664804469274,0,0,0,0.558659217877095,0.558659217877095,3.91061452513966,50
"93",-19000,41.33395,-74.43065,"Pawelski Farm",4.62328767123288,0,21.5753424657534,31.8493150684932,1.54109589041096,0,0,0.171232876712329,12.3287671232877,1.54109589041096,100
"94",-19000,41.6496,-122.16715,"Grass Lake",0,0,0,34.1853444960178,0.248138957816377,0.331970681922743,0,0,8.18447884757847,6.98722508638075,10
"95",-19000,41.78575,-73.90115,"Hyde Park",1.84188418841884,0,46.0786078607861,13.3096309630963,2.0978097809781,0,0.0825082508250825,0.346834683468347,7.33243324332433,2.75787578757876,50
"96",-19000,42.33,-83.63,"Frains Lake",1.88679245283019,0,39.622641509434,0,5.66037735849057,0,0,1.88679245283019,3.77358490566038,7.54716981132075,100
"97",-19000,42.49185,-77.641,"South Dansville Buried Peat",0,0,0,11.1111111111111,0,0,0,0,0,22.2222222222222,10
"98",-19000,43.1,-89.416667,"Lake Mendota",0.833333333333333,0,38.3333333333333,0.833333333333333,7.22222222222222,0,2.22222222222222,1.66666666666667,4.16666666666667,3.33333333333333,50
"99",-19000,44.9253,-116.0483,"McCall Fen",0,0,0,4.24710424710425,0,0,0,0,0,3.08880308880309,100
"100",-19000,44.93616,-109.50024,"Rainbow Lake",0,0,2.06185567010309,2.74914089347079,0,0,0,0,0,5.15463917525773,10
"101",-19000,45.886765,-122.51919,"Fargher Pond",0.302114803625378,0,13.2930513595166,5.4380664652568,0,4.22960725075529,0,0,4.53172205438066,27.4924471299094,50
"102",-19000,47.35,-91.8,"Kylen Lake",3.02013422818792,0,10.2348993288591,3.85906040268456,0.503355704697987,0,0.335570469798658,1.1744966442953,9.22818791946309,2.85234899328859,100
"103",-19000,47.883685,-123.35093,"Moose Lake",20.5394190871369,0,6.95020746887967,37.551867219917,0,8.92116182572614,0,0,1.6597510373444,0.20746887966805,10
"104",-19000,49.76341,-95.191725,"West Hawk Lake",0,0,11.6803278863105,45.0819660328932,4.71311477473059,0,9.42622954946119,1.02459015311333,0.40983606124533,1.22950818373599,50
"105",-18500,27.58613,-81.503395,"Lake Tulane",0.0139899272523783,0,0,0.92751541652519,3.6245397323793,0,0,2.69808415882777,1.14668764129107,2.18142737756759,100
"106",-18500,31.1208333333333,-105.15,"Streeruwitz Hills",0,0,0,11.2676056338028,0,0,0,0,0,0,10
"107",-18500,31.68721,-81.152235,"St. Catherines Island (Northwest Marsh)",6.62983425414365,0,0.552486187845304,3.03867403314917,8.83977900552486,0,0,8.01104972375691,6.353591160221,1.38121546961326,50
"108",-18500,33.660655,-117.3534,"Lake Elsinore",0,0,0.499389499389499,22.6489621489621,5.32955028741546,0,0,0,1.27410448477864,4.07995500130332,100
"109",-18500,34.16759,-80.77616,"White Pond",0,0,4.42953020134228,61.744966442953,6.71140939597315,0,0,1.87919463087248,1.61073825503356,2.68456375838926,10
"110",-18500,36.03015,-85.50132,"Anderson Pond",0.36979969183359,0,27.3712518940012,64.8590215557487,2.14949917661333,0,0.182662026299043,0.307047500052449,0.548904354650745,1.03731131604264,50
"111",-18500,36.052,-119.78,"Tulare Lake",0,0,0,7,1.75,0,0,0.75,12.25,1.25,100
"112",-18500,36.79913,-91.08998,"Cupola Pond",0.32197805806205,0,26.8194876047882,23.9713159695113,3.2797498361857,0,0.0603378921962993,0.312187741791263,3.06266505991529,1.4957894020207,10
"113",-18500,37.021745,-106.45052,"Cumbres Bog",0,0,2.72151575506869,9.36979725243859,0.319697666104898,0,0,0,0.475460905980287,10.0173637710025,50
"114",-18500,37.4235,-119.5785,"Nichols Meadow",0,0,0,24.0625,0,0,0,0,0.9375,3.4375,100
"115",-18500,37.43255,-85.72462,"Jackson Pond",1.53010033444816,0.128205128205128,23.3514492753623,32.1265328874024,6.77257525083612,0,0.671683389074693,1.42140468227425,18.149386845039,3.82107023411371,10
"116",-18500,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0.992378048780488,0,0.423611111111111,21.9591802168022,48.135924796748,5.26185636856369,0.890752032520325,1.55860433604336,1.45003387533875,5.08621273712737,50
"117",-18500,38.73,-109.5,"Bison Alcove [42GR538]",0,0,0,17.6393830174786,0,0,0,0,0,0.448300585203271,100
"118",-18500,39.65822,-105.603265,"Echo Lake",0,0,4.42315424169964,14.0725183570688,0,0,0,1.14215883361195,1.938337177561,2.14571386249656,10
"119",-18500,40.00076,-105.56156,"Devlins Park",0,0,1.54206008918879,11.5988378903962,0,0,0,1.10978343212827,0.559187148067446,5.18536741563381,50
"120",-18500,40.216667,-84.689444,"Stotzel-Leis Site",3.15265891302758,0,57.7006071245703,3.2861531709458,3.18008923999707,0,0.3584229390681,0.850340136054422,6.42966864165021,5.0782678662863,100
"121",-18500,40.354335,-83.812515,"Silver Lake",1.79498638066054,0,64.826371155374,2.5784530700261,0,0,0.142045454545455,0.516577289751447,2.99182130291681,5.62187890137328,10
"122",-18500,41.13395,-115.5049,"Ruby Marsh",0,0,0,3.1266846361186,0,0,0,0.0539083557951483,0.215633423180593,0.646900269541779,50
"123",-18500,41.78575,-73.90115,"Hyde Park",0.440917107583774,0.0892857142857143,44.1688712522046,12.3401675485009,1.67989417989418,0,0.0881834215167548,0.0881834215167548,9.67041446208113,2.39417989417989,100
"124",-18500,41.98435,-111.33339,"Bear Lake",0,0,1.65016501650165,19.4719471947195,0.66006600660066,0,0,0.99009900990099,5.28052805280528,7.26072607260726,10
"125",-18500,42.49185,-77.641,"South Dansville Buried Peat",0,6.51162790697674,48.8372093023256,3.25581395348837,0,0,0,0.465116279069767,0,25.1162790697674,50
"126",-18500,43.06619,-111.43795,"Grays Lake",0,0,2.24048706240487,59.8447488584475,0,0,0,0,7.44292237442922,2.01826484018265,100
"127",-18500,43.09791,-78.014515,"Byron-Bergen Swamp (Site 1)",0.28328611898017,0,61.4730878186969,15.8640226628895,3.39943342776204,0,0.28328611898017,0.56657223796034,3.39943342776204,0,10
"128",-18500,43.1,-89.416667,"Lake Mendota",0,0,61.5212527964206,1.11856823266219,5.8165548098434,0,3.35570469798658,1.34228187919463,1.56599552572707,1.56599552572707,50
"129",-18500,43.4645833333334,-79.9154166666667,"Kilbride Swamp",0,0,0.5,81.5,10,0,1.5,0,0,0,100
"130",-18500,43.4677777777778,-79.9868055555556,"Rife Swamp",0,0,72.8506787330317,8.1447963800905,5.88235294117647,0,0,0,2.26244343891403,1.80995475113122,10
"131",-18500,44.9253,-116.0483,"McCall Fen",0,0,0,0,0,0,0,0,0,2.23214285714286,50
"132",-18500,44.93616,-109.50024,"Rainbow Lake",0,0,2.23820943245404,4.87609912070344,0,0,0,0,0,4.31654676258993,100
"133",-18500,47.35,-91.8,"Kylen Lake",0.683234754347987,0,21.5156447974727,2.86631894136965,0.255112186862575,0,0.328407224958949,0.93394355713888,7.19726024283953,5.02298282396123,10
"134",-18500,47.883685,-123.35093,"Moose Lake",20.7070707070707,0,8.08080808080808,40.0673400673401,0,5.72390572390572,0,0,1.01010101010101,0.336700336700337,50
"135",-18500,50.78748,-116.388495,"Dunbar Lake [Big Fish Lake]",0.50125313283208,0,2.00501253132832,79.4486215538847,0,0,0,0,0.50125313283208,0.50125313283208,100
"136",-18500,55.047975,-105.385195,"Marl Pond",5.20833333333333,0,40.8854166666667,6.51041666666667,0,0,0,0.260416666666667,6.25,2.34375,10
"137",-18000,27.58613,-81.503395,"Lake Tulane",0.0591016548463357,0,0,1.71394799054374,3.90070921985816,0,0.0295508274231678,3.72340425531915,16.3224425623723,1.65341182951181,50
"138",-18000,29.973435,-99.37515,"Hall's Cave",1.30266983875231,0,0.325667459688078,5.09278350515464,2.81311128733809,0,0,5.89003436426117,9.59820248480042,2.26169706582078,100
"139",-18000,33.660655,-117.3534,"Lake Elsinore",0,0,0.692771632730548,29.3858046997524,3.92803168825964,0,0,0,1.60103544618541,2.99720202308483,10
"140",-18000,34.16759,-80.77616,"White Pond",0.275862068965517,0,7.86206896551724,70.3448275862069,4.41379310344828,0,0.275862068965517,0,1.10344827586207,1.10344827586207,50
"141",-18000,34.276446,-116.806408,"Baldwin Lake",0,0,0,61.1982881597717,1.4265335235378,0,0,0.855920114122682,0,0.285306704707561,100
"142",-18000,34.66359,-85.40132,"Pigeon Marsh",0.730816077953715,0.243605359317905,0.609013398294762,26.9183922046285,18.8794153471376,0,0.121802679658952,0.365408038976857,19.9756394640682,3.28867235079172,10
"143",-18000,36.03015,-85.50132,"Anderson Pond",0.796958138451951,0,21.6400771992778,55.5593420941502,1.8968606692278,0,0,0.583005202163041,1.68290773293889,1.51699319998083,50
"144",-18000,36.052,-119.78,"Tulare Lake",0,0,0,13.4259259259259,0.462962962962963,0,0,0,8.56481481481481,2.08333333333333,100
"145",-18000,36.6045,-117.98609,"Haystack Mountain",0,0,0,21.3114754098361,0,0,0,0.546448087431694,0,0.273224043715847,10
"146",-18000,36.79913,-91.08998,"Cupola Pond",0.282588613486231,0,27.8792846873413,23.2673454749831,3.15901706910026,0,0.121719963921771,0.379255335312226,3.18526900197777,2.04029256438615,50
"147",-18000,37.021745,-106.45052,"Cumbres Bog",0,0,2.98013245033113,10.2649006622517,0.33112582781457,0,0,0,0.993377483443709,11.5894039735099,100
"148",-18000,37.4235,-119.5785,"Nichols Meadow",0,0,0,30.1408450704225,0,0,0,0,1.12676056338028,1.69014084507042,10
"149",-18000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0.567913554811572,0.387596899224806,0.382924125636096,23.5892403679725,51.6495389862789,2.38429364133462,0.191327931132925,0.574252056769021,1.7131423597594,4.57892507990505,50
"150",-18000,39.65822,-105.603265,"Echo Lake",0,0,4.04624277456647,13.2947976878613,0,0,0,0,1.44508670520231,3.75722543352601,100
"151",-18000,40.00076,-105.56156,"Devlins Park",0,0,2.23579112609077,13.8076421913395,0,0,0,1.01938314070107,1.31147367530049,9.26114561049807,10
"152",-18000,40.216667,-84.689444,"Stotzel-Leis Site",2.99815348334672,0,61.2646318602484,6.4584988376188,2.42366523109371,0,0,0,4.73413430582579,3.21898279067427,50
"153",-18000,40.354335,-83.812515,"Silver Lake",1.51652763612131,0,66.9919628236626,1.99463068886535,0.175073556532944,0,0.142450142450142,0.98710174883125,1.53567052279008,5.28683630204403,100
"154",-18000,40.66667,-82.13718,"Bonnett Lake",0.110619469026549,0,70.0795698673959,10.3176596266065,1.00754779287191,0,0,0.222727092344934,0,0.792694822113175,10
"155",-18000,41.13395,-115.5049,"Ruby Marsh",0,0,0,4.24618320610687,0,0,0,0.143129770992366,0.238549618320611,0.954198473282443,50
"156",-18000,41.47025,-74.5244,"Otisville",5.44041450777202,0,11.7875647668394,28.6269430051813,2.46113989637306,0,0.259067357512953,0.259067357512953,14.3782383419689,4.79274611398964,100
"157",-18000,41.78575,-73.90115,"Hyde Park",0.698950194154636,0,58.3887125027963,9.43816102826704,3.2583188943613,0,0,0.295514379310442,5.07075908388377,2.21157192383846,10
"158",-18000,42.028785,-74.604205,"Balsam Lake",0,4.54545454545455,6.81818181818182,24.2424242424242,6.06060606060606,8.33333333333333,1.51515151515152,0,6.06060606060606,3.78787878787879,50
"159",-18000,42.33,-83.63,"Frains Lake",1.32450331125828,0,31.1258278145695,2.64900662251656,7.94701986754967,0.662251655629139,1.98675496688742,3.97350993377483,7.94701986754967,5.96026490066225,100
"160",-18000,43.06619,-111.43795,"Grays Lake",0,0,0.483091787439614,26.0869565217391,0,0,0,0,17.8743961352657,1.93236714975845,10
"161",-18000,43.09791,-78.014515,"Byron-Bergen Swamp (Site 1)",0,0,59,9.5,1.5,0,0.25,0.25,12.5,2.5,50
"162",-18000,43.3666666666667,-112.616666666667,"Middle Butte Cave",0,0,0,1.79282868525896,0,0,0,0,0.199203187250996,4.7808764940239,100
"163",-18000,44.9253,-116.0483,"McCall Fen",0,0,0,0,0,0,0,0.949367088607595,0,1.58227848101266,10
"164",-18000,44.93616,-109.50024,"Rainbow Lake",0,0,3.28205128205128,5.64102564102564,0,0,0,0,0,5.94871794871795,50
