datasetid,time,lat,long,continent,Alnus,Fagus,Picea,Pinus,Quercus,Tsuga,Ulmus,Ambrosia,Cyperaceae,Poaceae,Nothofagus,Phyllocladus,Casuarina,Eucalyptus,legendvalues
3,-1500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,20,45,35,55,100
3,-2000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,25,50,30,50,10
3,-2500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,30,55,25,45,50
3,-3000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,35,60,20,40,100
3,-3500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,40,65,15,35,10
3,-4000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,45,70,10,30,50
3,-4500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,50,75,5,25,100
3,-5000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,55,80,10,20,10
3,-5500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,60,85,15,15,50
3,-6000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,65,90,20,10,100
3,-6500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,70,95,25,5,10
3,-7000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,75,85,30,7,50
3,-7500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,80,75,35,9,100
3,-8000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,85,65,40,11,10
3,-8500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,90,55,45,13,50
3,-9000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,95,45,50,15,100
3,-9500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,90,35,55,17,10
3,-10000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,85,25,60,19,50
3,-10500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,80,15,65,21,100
3,-11000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,75,5,70,23,10
3,-11500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,70,10,75,25,50
3,-12000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,65,12,80,27,100
3,-12500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,60,14,85,29,10
3,-13000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,55,16,80,31,50
3,-13500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,50,18,70,33,100
3,-14000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,45,20,60,35,10
3,-14500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,40,22,57,37,50
3,-15000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,35,24,54,39,100
3,-15500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,30,26,51,41,10
3,-16000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,25,28,48,43,50
3,-16500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,20,30,45,45,100
3,-17000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,15,32,42,47,10
3,-17500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,10,34,39,49,50
3,-18000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,5,36,36,51,100
3,-18500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,7,38,33,53,10
3,-19000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,9,40,30,55,50
3,-19500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,11,42,27,57,100
3,-20000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,13,44,24,59,10
3,-20500,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,15,46,21,61,50
3,-21000,-35.089675,149.429255,Australia,0,0,0,0,0,0,0,0,0,0,17,48,18,63,100
,0,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,5,20,5,30,10
,-500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,7,10,10,35,50
,-1000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,9,20,15,40,100
,-1500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,11,10,20,45,10
,-2000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,13,10,25,50,50
,-2500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,15,8,30,55,100
,-3000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,17,6,35,60,10
,-3500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,19,4,40,65,50
,-4000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,21,2,45,70,100
,-4500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,23,4,50,75,10
,-5000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,25,6,55,80,50
,-5500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,27,8,60,85,100
,-6000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,29,10,65,90,10
,-6500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,31,12,70,95,50
,-7000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,33,14,75,85,100
,-7500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,35,16,80,75,10
,-8000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,37,18,85,65,50
,-8500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,39,20,90,55,100
,-9000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,41,22,95,45,10
,-9500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,43,24,90,35,50
,-10000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,45,26,85,25,100
,-10500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,47,28,80,15,10
,-11000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,49,30,75,5,50
,-11500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,51,32,70,10,100
,-12000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,53,34,65,12,10
,-12500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,55,36,60,14,50
,-13000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,57,38,55,16,100
,-13500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,59,40,50,18,10
,-14000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,61,42,45,20,50
,-14500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,63,44,40,22,100
,-15000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,65,46,35,24,10
,-15500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,67,48,30,26,50
,-16000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,69,50,25,28,100
,-16500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,71,20,20,30,10
,-17000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,73,21,15,32,50
,-17500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,75,22,10,34,100
,-18000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,77,23,5,36,10
,-18500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,79,24,7,38,50
,-19000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,81,25,9,40,100
,-19500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,83,26,11,42,10
,-20000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,85,27,13,44,50
,-20500,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,87,28,15,46,100
,-21000,-22.28719,166.99164,Australia,0,0,0,0,0,0,0,0,0,0,89,29,17,48,10
,0,36.81825,8.77474,Europe,50,70,0,30,5,0,0,0,0,0,0,0,0,0,50
,-500,36.81825,8.77474,Europe,45,65,0,35,10,0,0,0,0,0,0,0,0,0,100
,-1000,36.81825,8.77474,Europe,40,60,0,40,15,0,0,0,0,0,0,0,0,0,10
,-1500,36.81825,8.77474,Europe,35,55,0,45,20,0,0,0,0,0,0,0,0,0,50
,-2000,36.81825,8.77474,Europe,30,50,0,50,25,0,0,0,0,0,0,0,0,0,100
,-2500,36.81825,8.77474,Europe,25,45,0,55,30,0,0,0,0,0,0,0,0,0,10
,-3000,36.81825,8.77474,Europe,20,40,0,60,35,0,0,0,0,0,0,0,0,0,50
,-3500,36.81825,8.77474,Europe,15,35,0,65,40,0,0,0,0,0,0,0,0,0,100
,-4000,36.81825,8.77474,Europe,10,30,0,70,45,0,0,0,0,0,0,0,0,0,10
,-4500,36.81825,8.77474,Europe,5,25,0,75,50,0,0,0,0,0,0,0,0,0,50
,-5000,36.81825,8.77474,Europe,10,20,0,80,55,0,0,0,0,0,0,0,0,0,100
,-5500,36.81825,8.77474,Europe,15,15,0,85,60,0,0,0,0,0,0,0,0,0,10
,-6000,36.81825,8.77474,Europe,20,10,0,90,65,0,0,0,0,0,0,0,0,0,50
,-6500,36.81825,8.77474,Europe,25,5,0,95,70,0,0,0,0,0,0,0,0,0,100
,-7000,36.81825,8.77474,Europe,30,7,0,85,75,0,0,0,0,0,0,0,0,0,10
,-7500,36.81825,8.77474,Europe,35,9,0,75,80,0,0,0,0,0,0,0,0,0,50
,-8000,36.81825,8.77474,Europe,40,11,0,65,85,0,0,0,0,0,0,0,0,0,100
,-8500,36.81825,8.77474,Europe,45,13,0,55,90,0,0,0,0,0,0,0,0,0,10
,-9000,36.81825,8.77474,Europe,50,15,0,45,95,0,0,0,0,0,0,0,0,0,50
,-9500,36.81825,8.77474,Europe,55,17,0,35,90,0,0,0,0,0,0,0,0,0,100
,-10000,36.81825,8.77474,Europe,60,19,0,25,85,0,0,0,0,0,0,0,0,0,10
,-10500,36.81825,8.77474,Europe,65,21,0,15,80,0,0,0,0,0,0,0,0,0,50
,-11000,36.81825,8.77474,Europe,70,23,0,5,75,0,0,0,0,0,0,0,0,0,100
,-11500,36.81825,8.77474,Europe,75,25,0,10,70,0,0,0,0,0,0,0,0,0,10
,-12000,36.81825,8.77474,Europe,80,27,0,12,65,0,0,0,0,0,0,0,0,0,50
,-12500,36.81825,8.77474,Europe,85,29,0,14,60,0,0,0,0,0,0,0,0,0,100
,-13000,36.81825,8.77474,Europe,80,31,0,16,55,0,0,0,0,0,0,0,0,0,10
,-13500,36.81825,8.77474,Europe,70,33,0,18,50,0,0,0,0,0,0,0,0,0,50
,-14000,36.81825,8.77474,Europe,60,35,0,20,45,0,0,0,0,0,0,0,0,0,100
,-14500,36.81825,8.77474,Europe,57,37,0,22,40,0,0,0,0,0,0,0,0,0,10
,-15000,36.81825,8.77474,Europe,54,39,0,24,35,0,0,0,0,0,0,0,0,0,50
,-15500,36.81825,8.77474,Europe,51,41,0,26,30,0,0,0,0,0,0,0,0,0,100
,-16000,36.81825,8.77474,Europe,48,43,0,28,25,0,0,0,0,0,0,0,0,0,10
,-16500,36.81825,8.77474,Europe,45,45,0,30,20,0,0,0,0,0,0,0,0,0,50
,-17000,36.81825,8.77474,Europe,42,47,0,32,15,0,0,0,0,0,0,0,0,0,100
,-17500,36.81825,8.77474,Europe,39,49,0,34,10,0,0,0,0,0,0,0,0,0,10
,-18000,36.81825,8.77474,Europe,36,51,0,36,5,0,0,0,0,0,0,0,0,0,50
,-18500,36.81825,8.77474,Europe,33,53,0,38,7,0,0,0,0,0,0,0,0,0,100
,-19000,36.81825,8.77474,Europe,30,55,0,40,9,0,0,0,0,0,0,0,0,0,10
,-19500,36.81825,8.77474,Europe,27,57,0,42,11,0,0,0,0,0,0,0,0,0,50
,-20000,36.81825,8.77474,Europe,24,59,0,44,13,0,0,0,0,0,0,0,0,0,100
,-20500,36.81825,8.77474,Europe,21,61,0,46,15,0,0,0,0,0,0,0,0,0,10
,-21000,36.81825,8.77474,Europe,18,63,0,48,17,0,0,0,0,0,0,0,0,0,50
,0,50.7624,15.552305,Europe,50,70,0,30,5,0,0,0,0,0,0,0,0,0,100
,-500,50.7624,15.552305,Europe,45,65,0,35,10,0,0,0,0,0,0,0,0,0,10
,-1000,50.7624,15.552305,Europe,40,60,0,40,15,0,0,0,0,0,0,0,0,0,50
,-1500,50.7624,15.552305,Europe,35,55,0,45,20,0,0,0,0,0,0,0,0,0,100
,-2000,50.7624,15.552305,Europe,30,50,0,50,25,0,0,0,0,0,0,0,0,0,10
,-2500,50.7624,15.552305,Europe,25,45,0,55,30,0,0,0,0,0,0,0,0,0,50
,-3000,50.7624,15.552305,Europe,20,40,0,60,35,0,0,0,0,0,0,0,0,0,100
,-3500,50.7624,15.552305,Europe,15,35,0,65,40,0,0,0,0,0,0,0,0,0,10
,-4000,50.7624,15.552305,Europe,10,30,0,70,45,0,0,0,0,0,0,0,0,0,50
,-4500,50.7624,15.552305,Europe,5,25,0,75,50,0,0,0,0,0,0,0,0,0,100
,-5000,50.7624,15.552305,Europe,10,20,0,80,55,0,0,0,0,0,0,0,0,0,10
,-5500,50.7624,15.552305,Europe,15,15,0,85,60,0,0,0,0,0,0,0,0,0,50
,-6000,50.7624,15.552305,Europe,20,10,0,90,65,0,0,0,0,0,0,0,0,0,100
,-6500,50.7624,15.552305,Europe,25,5,0,95,70,0,0,0,0,0,0,0,0,0,10
,-7000,50.7624,15.552305,Europe,30,7,0,85,75,0,0,0,0,0,0,0,0,0,50
,-7500,50.7624,15.552305,Europe,35,9,0,75,80,0,0,0,0,0,0,0,0,0,100
,-8000,50.7624,15.552305,Europe,40,11,0,65,85,0,0,0,0,0,0,0,0,0,10
,-8500,50.7624,15.552305,Europe,45,13,0,55,90,0,0,0,0,0,0,0,0,0,50
,-9000,50.7624,15.552305,Europe,50,15,0,45,95,0,0,0,0,0,0,0,0,0,100
,-9500,50.7624,15.552305,Europe,55,17,0,35,90,0,0,0,0,0,0,0,0,0,10
,-10000,50.7624,15.552305,Europe,60,19,0,25,85,0,0,0,0,0,0,0,0,0,50
,-10500,50.7624,15.552305,Europe,65,21,0,15,80,0,0,0,0,0,0,0,0,0,100
,-11000,50.7624,15.552305,Europe,70,23,0,5,75,0,0,0,0,0,0,0,0,0,10
,-11500,50.7624,15.552305,Europe,75,25,0,10,70,0,0,0,0,0,0,0,0,0,50
,-12000,50.7624,15.552305,Europe,80,27,0,12,65,0,0,0,0,0,0,0,0,0,100
,-12500,50.7624,15.552305,Europe,85,29,0,14,60,0,0,0,0,0,0,0,0,0,10
,-13000,50.7624,15.552305,Europe,80,31,0,16,55,0,0,0,0,0,0,0,0,0,50
,-13500,50.7624,15.552305,Europe,70,33,0,18,50,0,0,0,0,0,0,0,0,0,100
,-14000,50.7624,15.552305,Europe,60,35,0,20,45,0,0,0,0,0,0,0,0,0,10
,-14500,50.7624,15.552305,Europe,57,37,0,22,40,0,0,0,0,0,0,0,0,0,50
,-15000,50.7624,15.552305,Europe,54,39,0,24,35,0,0,0,0,0,0,0,0,0,100
,-15500,50.7624,15.552305,Europe,51,41,0,26,30,0,0,0,0,0,0,0,0,0,10
,-16000,50.7624,15.552305,Europe,48,43,0,28,25,0,0,0,0,0,0,0,0,0,50
,-16500,50.7624,15.552305,Europe,45,45,0,30,20,0,0,0,0,0,0,0,0,0,100
,-17000,50.7624,15.552305,Europe,42,47,0,32,15,0,0,0,0,0,0,0,0,0,10
,-17500,50.7624,15.552305,Europe,39,49,0,34,10,0,0,0,0,0,0,0,0,0,50
,-18000,50.7624,15.552305,Europe,36,51,0,36,5,0,0,0,0,0,0,0,0,0,100
,-18500,50.7624,15.552305,Europe,33,53,0,38,7,0,0,0,0,0,0,0,0,0,10
,-19000,50.7624,15.552305,Europe,30,55,0,40,9,0,0,0,0,0,0,0,0,0,50
,-19500,50.7624,15.552305,Europe,27,57,0,42,11,0,0,0,0,0,0,0,0,0,100
,-20000,50.7624,15.552305,Europe,24,59,0,44,13,0,0,0,0,0,0,0,0,0,10
,-20500,50.7624,15.552305,Europe,21,61,0,46,15,0,0,0,0,0,0,0,0,0,50
,-21000,50.7624,15.552305,Europe,18,63,0,48,17,0,0,0,0,0,0,0,0,0,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
